"HAUL_ID","INDEX_NAME","SURVEY","STOCK","AREA","STRATUM","YEAR","DATE","LAT","LON","COD_N","COD_KG","DEPTH","SURFACE_TE","BOTTOM_TEM","SALINITY","BOTTOM_TYP","SEASON","AGEGROUP","AGE_N","AGE_KG","Data_type","TIME","RESPONSE","AREA_SWEPT","cobble_P","gravel_P","rock_P","mud_P","sand_P","BATHY_DEPT","oisst","rugos","COND","HAUL_ID2","setlat","endlat","setlon","endlon"
"201904_1260_7","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1260,2019,"11/9/2019 00:00:00",42.868668,-70.147302,17,23.494,62,NA,0,NA,NA,"B.FALL","Age0-2",2,0,"Count",76,2,0.0384,0,0.5005,0,0.6508,0.8344,-59,10.6300001144,1.06729924679,"ROUGH","2019_FALL_386",42.86866883,42.87637383,-70.14730233,-70.16699667
"201904_1270_1","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2019,"11/9/2019 00:00:00",43.187297,-70.227628,1,0.025,118,NA,8.8,NA,NA,"B.FALL","Age0-2",1,0.025,"Biomass_KG",76,1,0.0384,0,0.1505,0,0.8489,0.871,-117,10.3000001907,0.095444843173,"SMOOTH","2019_FALL_382",43.18729733,43.20179917,-70.22762867,-70.2163975
"201904_1270_2","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2019,"11/9/2019 00:00:00",43.220372,-70.114157,0,0,154,NA,8.7,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0.2489,0,0.8024,0.8213,-148,10.3000001907,0.996569633484,"SMOOTH","2019_FALL_381",43.22037167,43.23591767,-70.11415733,-70.10589767
"201904_1270_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2019,"11/9/2019 00:00:00",43.015873,-70.362192,0,0,125,NA,7.2,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0.1499,0,0.8508,0.7825,-130,10.2899999619,0.455499112606,"SMOOTH","2019_FALL_385",43.0158725,43.020463,-70.36219183,-70.3405005
"201904_1270_4","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2019,"11/9/2019 00:00:00",43.131948,-69.957355,3,16.645,156,NA,7.5,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,1,0.8486,1,0.5533,0.9573,-148,10.4699993134,0.679824769497,"SMOOTH","2019_FALL_383",43.1319475,43.14836433,-69.9573545,-69.96160117
"201904_1270_5","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2019,"11/2/2019 00:00:00",42.552552,-70.026812,1,6.526,143,NA,7.5,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,1,0,1,1,-140,12.5799999237,0.141393810511,"SMOOTH","2019_FALL_329",42.55255183,42.54576717,-70.02681217,-70.04695333
"201904_1280_2","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2019,"11/2/2019 00:00:00",42.689495,-69.90128,0,0,222,NA,8.2,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0.5911,0,0.8391,0.7489,-210,12.6700000763,0.803529918194,"ROUGH","2019_FALL_330",42.68949533,42.705636,-69.90128033,-69.9017355
"201904_1280_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2019,"11/2/2019 00:00:00",42.628415,-69.311383,0,0,224,NA,7.8,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,1,0.7381,0,0.5276,1,-218,13.1099996567,0.244937941432,"SMOOTH","2019_FALL_332",42.628415,42.61205783,-69.3113835,-69.31708433
"201904_1280_4","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2019,"11/2/2019 00:00:00",42.192443,-69.391147,0,0,200,NA,7.3,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0.2021,0,0.8071,0.83,-187,13.2199993134,1.10906255245,"ROUGH","2019_FALL_334",42.19244283,42.1907415,-69.3911465,-69.3695155
"201904_1280_5","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2019,"11/10/2019 00:00:00",42.13383,-69.718573,0,0,224,NA,8.1,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0.1475,0,0.9536,1,-217,11.0900001526,0.663010060787,"SMOOTH","2019_FALL_394",42.13382983,42.1426055,-69.71857367,-69.73753833
"201904_1280_6","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2019,"11/2/2019 00:00:00",42.540047,-69.787338,0,0,270,NA,8.3,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0.0489,0,0.9435,0.8904,-272,12.6700000763,0.228737056255,"SMOOTH","2019_FALL_331",42.54004667,42.55505967,-69.787339,-69.77796617
"201904_1280_7","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2019,"11/2/2019 00:00:00",42.357272,-69.232918,0,0,248,NA,8.2,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0,0,0.8538,0.8396,-243,13.4200000763,0.420960485935,"SMOOTH","2019_FALL_333",42.35727183,42.3545115,-69.23291817,-69.2547525
"201904_1370_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1370,2019,"11/8/2019 00:00:00",43.20331,-69.407828,0,0,167,NA,7.7,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0.5943,0,0.6516,0.7812,-160,11.5699996948,1.05538332462,"ROUGH","2019_FALL_377",43.20330933,43.213633,-69.40782833,-69.3902225
"201904_1370_5","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1370,2019,"11/8/2019 00:00:00",43.064155,-69.5557,0,0,144,NA,7.5,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,1,0.498,1,0.7981,0.8909,-151,11.2699995041,0.920095145702,"ROUGH","2019_FALL_378",43.06415583,43.06029983,-69.55570067,-69.57734117
"201904_1400_2","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1400,2019,"11/9/2019 00:00:00",43.482568,-69.941957,0,0,123,NA,9.1,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",76,0,0.0384,0,0.1484,0,0.7002,0.7097,-126,10.3599996567,0.671166956425,"SMOOTH","2019_FALL_380",43.4825675,43.466215,-69.94195633,-69.9416965
"201904_1400_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1400,2019,"11/9/2019 00:00:00",42.849405,-70.46192,1,0.011,123,NA,7.7,NA,NA,"B.FALL","Age0-2",1,0.011,"Biomass_KG",76,1,0.0384,0,0.2479,0,0.7451,0.629,-121,10.6399993896,-0.155138254166,"SMOOTH","2019_FALL_387",42.84940433,42.86453617,-70.46192,-70.4704605
"202102_1240_1","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1240,2021,"5/25/2021 00:00:00",42.0625,-69.018,1,0.392,138,NA,6.4,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.3326,0,1,1,-149,11.6499996185,0.347845137119,"SMOOTH","2021_SPRING_360",42.0625,42.04767,-69.018,-69.028
"202102_1260_1","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1260,2021,"4/24/2021 00:00:00",42.166167,-70.0315,9,4.987,101,NA,0,NA,NA,"A.SPRING","Age0-2",0,0,"Count",79,0,0.0384,0,0.35,0,1,1,-86,7.02999973297,1.2303006649,"ROUGH","2021_SPRING_215",42.16617,42.175,-70.0315,-70.05033
"202102_1260_2","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1260,2021,"4/24/2021 00:00:00",42.215167,-70.415833,0,0,69,NA,5.6,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.1502,0,0.9498,0.9439,-63,7.2999997139,0.162734463811,"SMOOTH","2021_SPRING_220",42.21517,42.21567,-70.41583,-70.437
"202102_1260_3","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1260,2021,"4/24/2021 00:00:00",42.282,-70.469667,0,0,82,NA,4.9,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.2001,0,1,1,-74,6.86999988556,0.075256921351,"SMOOTH","2021_SPRING_222",42.282,42.28833,-70.46967,-70.49
"202102_1260_4","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1260,2021,"4/24/2021 00:00:00",42.118,-70.25,3,0.647,63,NA,6.2,NA,NA,"A.SPRING","Age0-2",2,0.198,"Biomass_KG",79,2,0.0384,0,0.45,0,0.95,1,-60,7.02999973297,-0.10349162668,"SMOOTH","2021_SPRING_217",42.118,42.11467,-70.25,-70.27417
"202102_1260_5","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1260,2021,"4/25/2021 00:00:00",42.477833,-70.336667,0,0,139,NA,5.8,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.6,0,0.9499,0.9507,-98,6.98000001907,1.5244590044,"ROUGH","2021_SPRING_230",42.47783,42.47083,-70.33667,-70.31767
"202102_1270_1","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1270,2021,"4/25/2021 00:00:00",43.122833,-70.145,0,0,154,NA,5.8,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.2497,0,0.7518,0.9061,-130,6.75,0.830291569233,"SMOOTH","2021_SPRING_238",43.12283,43.12,-70.145,-70.16683
"202102_1270_2","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1270,2021,"4/26/2021 00:00:00",43.055333,-69.966667,0,0,182,NA,8.4,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.85,0,0.8004,0.9519,-177,6.73000001907,1.0031683445,"SMOOTH","2021_SPRING_243",43.05533,43.06817,-69.96667,-69.97983
"202102_1270_3","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1270,2021,"4/26/2021 00:00:00",43.331,-70.0735,0,0,160,NA,5.8,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.1005,0,0.8012,0.7555,-140,6.58999967575,0.86479640007,"SMOOTH","2021_SPRING_239",43.331,43.31483,-70.0735,-70.07233
"202102_1270_4","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1270,2021,"4/25/2021 00:00:00",42.837333,-70.398667,0,0,136,NA,5.5,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.298,0,0.7443,0.6269,-133,6.84999990463,1.29705369473,"ROUGH","2021_SPRING_235",42.83733,42.84917,-70.39867,-70.41333
"202102_1270_5","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1270,2021,"4/26/2021 00:00:00",42.957667,-69.956667,0,0,208,NA,8.4,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.1993,0,0.6947,0.748,-194,6.82999992371,0.958330512047,"SMOOTH","2021_SPRING_244",42.95767,42.97383,-69.95667,-69.95683
"202102_1280_1","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1280,2021,"4/27/2021 00:00:00",42.661,-69.795167,0,0,243,NA,8.7,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.0526,0,0.8871,0.7704,-240,7.11999988556,-0.0497339330614,"SMOOTH","2021_SPRING_245",42.661,42.6765,-69.79517,-69.80233
"202102_1280_4","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1280,2021,"4/27/2021 00:00:00",42.291167,-69.633,0,0,243,NA,8.5,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0,0,1,1,-243,7.15999984741,-0.000544516020454,"SMOOTH","2021_SPRING_246",42.29117,42.304,-69.633,-69.64583
"202102_1280_6","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1280,2021,"5/25/2021 00:00:00",42.333167,-69.276,0,0,230,NA,8.7,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0,0,0.7964,0.765,-226,11.7299995422,0.479006707668,"SMOOTH","2021_SPRING_356",42.33317,42.31817,-69.276,-69.28583
"202102_1280_7","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1280,2021,"4/27/2021 00:00:00",42.0095,-69.605667,0,0,218,NA,7.5,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.0526,0,1,1,-210,7.1299996376,0.0458490587771,"SMOOTH","2021_SPRING_247",42.0095,42.01767,-69.60567,-69.625
"202102_1370_2","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1370,2021,"5/24/2021 00:00:00",42.7945,-69.2655,0,0,81,NA,6.7,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,1,0.65,0,0.6001,1,-115,11.779999733,1.47000658512,"ROUGH","2021_SPRING_348",42.7945,42.80967,-69.2655,-69.27383
"202102_1370_3","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1370,2021,"4/26/2021 00:00:00",43.048833,-69.784,0,0,167,NA,6.9,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.5898,0,0.8468,0.971,-177,6.73000001907,0.650977551937,"SMOOTH","2021_SPRING_242",43.04883,43.06167,-69.784,-69.79783
"202102_1370_5","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1370,2021,"5/23/2021 00:00:00",42.9235,-69.079,0,0,188,NA,6.7,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.4003,0,0.9007,1,-183,11.9099998474,0.943542778492,"ROUGH","2021_SPRING_347",42.9235,42.93717,-69.079,-69.09
"202102_1400_2","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1400,2021,"4/25/2021 00:00:00",42.7815,-70.561333,0,0,98,NA,5.8,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.3504,0,1,0.9516,-90,6.90999984741,0.826598465443,"SMOOTH","2021_SPRING_234",42.7815,42.77883,-70.56133,-70.539
"202102_1400_3","NEFSC BTS_WGOM_SPRING","NEFSC BTS","WGOM","WGOM",1400,2021,"4/25/2021 00:00:00",42.9545,-70.4485,1,0.275,108,NA,6.1,NA,NA,"A.SPRING","Age0-2",0,0,"Biomass_KG",79,0,0.0384,0,0.1991,0,0.7487,0.739,-101,6.84999990463,0.719038426876,"SMOOTH","2021_SPRING_237",42.9545,42.96217,-70.4485,-70.42867
"202104_1260_1","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1260,2021,"11/11/2021 00:00:00",42.631667,-70.413833,32,21.486,77,NA,12.4,NA,NA,"B.FALL","Age0-2",8,3.303,"Count",80,8,0.0384,0,0.55,0,1,1,-95,11.6099996567,0.665583312511,"SMOOTH","2021_FALL_390",42.63167,42.63633,-70.41383,-70.39333
"202104_1260_2","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1260,2021,"11/10/2021 00:00:00",42.837167,-70.2115,40,43.433,55,NA,0,NA,NA,"B.FALL","Age0-2",11,5.5,"Count",80,11,0.0384,0,0.5977,0,0.7441,0.7782,-55,12.0900001526,1.0732408762,"ROUGH","2021_FALL_381",42.83717,42.84717,-70.2115,-70.1945
"202104_1260_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1260,2021,"11/11/2021 00:00:00",42.475167,-70.478667,1,0.899,86,NA,12.4,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.5502,0,0.9501,0.9503,-67,11.8699998856,0.718231916428,"SMOOTH","2021_FALL_392",42.47517,42.48917,-70.47867,-70.49017
"202104_1260_4","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1260,2021,"11/13/2021 00:00:00",42.121333,-70.0005,2,2.163,94,NA,11.6,NA,NA,"B.FALL","Age0-2",1,0.67,"Biomass_KG",80,1,0.0384,0,0.2497,0,1,1,-89,12.4200000763,1.0203166008,"SMOOTH","2021_FALL_403",42.12133,42.10883,-70.0005,-69.98683
"202104_1260_5","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1260,2021,"11/11/2021 00:00:00",42.5515,-70.3205,0,0,165,NA,12.4,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.3502,0,0.9005,0.9557,-127,11.6099996567,1.05263149738,"ROUGH","2021_FALL_391",42.5515,42.568,-70.3205,-70.31983
"202104_1270_1","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2021,"11/10/2021 00:00:00",43.014667,-70.0045,0,0,139,NA,11.7,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.8495,0,0.6501,0.9238,-143,11.9899997711,1.40120518208,"ROUGH","2021_FALL_378",43.01467,43.0305,-70.0045,-70.00633
"202104_1270_2","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2021,"11/10/2021 00:00:00",43.170833,-69.963833,0,0,146,NA,10.1,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,1,0.7984,1,0.6019,0.8872,-144,12.2299995422,1.13404476643,"ROUGH","2021_FALL_376",43.17083,43.18633,-69.96383,-69.95783
"202104_1270_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2021,"11/13/2021 00:00:00",42.1335,-69.906833,0,0,150,NA,9.1,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.2992,0,0.7013,1,-136,12.1499996185,0.996207714081,"SMOOTH","2021_FALL_404",42.1335,42.124,-69.90683,-69.88867
"202104_1270_5","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1270,2021,"11/11/2021 00:00:00",42.931167,-70.283667,1,4.024,140,NA,9.9,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.15,0,0.6994,0.6892,-157,11.6499996185,0.939838349819,"SMOOTH","2021_FALL_382",42.93117,42.9415,-70.28367,-70.3
"202104_1280_2","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2021,"10/25/2021 00:00:00",42.092833,-69.553167,0,0,225,NA,8.2,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0,0,1,1,-220,14.7299995422,0.0885938182473,"SMOOTH","2021_FALL_324",42.09283,42.10917,-69.55317,-69.55233
"202104_1280_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2021,"10/25/2021 00:00:00",42.026667,-69.4645,0,0,206,NA,8.2,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.1403,0,1,1,-208,14.9299993515,0.393303871155,"SMOOTH","2021_FALL_319",42.02667,42.022,-69.4645,-69.4435
"202104_1280_4","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2021,"10/25/2021 00:00:00",42.0725,-69.627833,0,0,225,NA,8.2,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0,0,1,1,-215,14.7299995422,-0.0358575880527,"SMOOTH","2021_FALL_321",42.0725,42.06583,-69.62783,-69.60833
"202104_1280_6","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2021,"10/26/2021 00:00:00",42.305833,-69.631167,0,0,250,NA,8.5,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0,0,1,1,-244,14.4499998093,0.0299479402602,"SMOOTH","2021_FALL_325",42.30583,42.29,-69.63117,-69.62567
"202104_1280_7","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1280,2021,"10/26/2021 00:00:00",42.405,-69.181833,0,0,228,NA,0,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0,0,0.8779,0.8899,-223,14.8299999237,0.626393556595,"SMOOTH","2021_FALL_326",42.405,42.40617,-69.18183,-69.1595
"202104_1370_1","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1370,2021,"11/9/2021 00:00:00",43.191833,-69.411833,0,0,169,NA,9.9,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.5452,0,0.6525,0.7445,-163,12.5099992752,1.0771253109,"ROUGH","2021_FALL_372",43.19183,43.20467,-69.41183,-69.39767
"202104_1370_2","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1370,2021,"11/9/2021 00:00:00",43.129333,-69.0235,0,0,162,NA,10.4,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.2548,0,1,0.9615,-135,12.5,0.885411977768,"SMOOTH","2021_FALL_369",43.12933,43.12467,-69.0235,-69.00283
"202104_1370_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1370,2021,"11/10/2021 00:00:00",42.876667,-69.558667,0,0,171,NA,8.3,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.393,0,0.8421,0.8055,-171,12.3099994659,0.246591508389,"SMOOTH","2021_FALL_377",42.87667,42.889,-69.55867,-69.544
"202104_1370_6","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1370,2021,"11/9/2021 00:00:00",43.191167,-69.205333,0,0,194,NA,10.2,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.0763,0,0.9208,0.9321,-195,12.5,0.719336211681,"SMOOTH","2021_FALL_370",43.19117,43.177,-69.20533,-69.195
"202104_1400_1","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1400,2021,"11/11/2021 00:00:00",42.892,-70.479167,0,0,102,NA,11.6,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.0496,0,0.6968,0.6233,-98,11.6499996185,0.806939780712,"SMOOTH","2021_FALL_384",42.892,42.903,-70.47917,-70.4955
"202104_1400_3","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1400,2021,"11/10/2021 00:00:00",43.480333,-70.023167,0,0,112,NA,12.6,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.1993,0,0.6543,0.733,-118,11.6300001144,0.599748313427,"SMOOTH","2021_FALL_375",43.48033,43.49717,-70.02317,-70.023
"202104_1400_5","NEFSC BTS_WGOM_FALL","NEFSC BTS","WGOM","WGOM",1400,2021,"11/11/2021 00:00:00",42.9615,-70.409,0,0,113,NA,12,NA,NA,"B.FALL","Age0-2",0,0,"Biomass_KG",80,0,0.0384,0,0.1501,0,0.801,0.7646,-113,11.6499996185,0.692817509174,"SMOOTH","2021_FALL_383",42.9615,42.97767,-70.409,-70.40783
