INDEX_NAME,SURVEY,STOCK,AREA,STRATUM,YEAR,HAUL_ID,DATE,COD_N,COD_KG,DEPTH,SURFACE_TE,BOTTOM_TEM,SALINITY,BOTTOM_TYP,SEASON,AGEGROUP,AGE_N,AGE_KG,Data_type,TIME,RESPONSE,AREA_SWEPT,cobble_P,gravel_P,rock_P,mud_P,sand_P,BATHY_DEPT,oisst,rugos,COND,BATHY.DEPTH,dep.strat,lon,lat
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2019,25192-26-6,10/16/2019 00:00,3,16.7,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,76,0,0.0384,0,0.55,0,0.9499,0.9504,-149,13.92999935,1.567643523,ROUGH,149,deep,-70.32218,42.49466
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2017,24171-28-9,4/28/2017 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0,0,0.8369,0.7586,-243,7.049999714,0.38030231,SMOOTH,243,deep,-69.36712,42.50598
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2017,24172-28-11,10/19/2017 00:00,1,2.8,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.1409,0,1,1,-211,15.61999989,1.012481213,ROUGH,211,deep,-69.13776,42.51159
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2018,24182-2627-3,10/15/2018 00:00,0,0,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0.5874,0,1,1,-172,14.22999954,0.695690334,SMOOTH,172,deep,-69.91641,42.5303
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2021,202146-26-9,10/20/2021 00:00,7,8.28,0,NA,0,NA,ROUGH,B.FALL,Age0-2,2,0,Count,80,2,0.0384,0,0.55,0,1,1,-108,15.0899992,1.409556389,ROUGH,108,shallow,-70.4,42.53858
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2018,24182-28-5,10/22/2018 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0,0,0.9495,0.7515,-267,12.98999977,0.964698255,ROUGH,267,deep,-69.50386,42.57324
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2021,202144-28-13,5/5/2021 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,79,0,0.0384,0,0.3365,0,0.8926,0.8218,-214,7.839999676,1.049565673,ROUGH,214,deep,-69.84956,42.57665
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2018,24181-26-4,4/28/2018 00:00,17,34.2,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,1,0,Count,73,1,0.0384,1,0.45,0,0.9,1,-82,7.489999771,1.191128969,ROUGH,82,shallow,-70.28342,42.59065
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2837,2017,24171-2837-6,4/27/2017 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0,0,0.9511,0.8042,-279,6.629999638,-0.04796898,SMOOTH,279,deep,-69.56882,42.59912
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2020,202046-26-22,11/8/2020 00:00,5,4.74,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0.6501,0,0.9498,0.9499,-95,11.85999966,1.223953247,ROUGH,95,shallow,-70.45591,42.59947
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2016,24162-26-22,11/19/2016 00:00,6,19.1,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,70,0,0.0384,0,0.85,0,1,1,-91,11.30000019,0.324231744,SMOOTH,91,shallow,-70.35493,42.60203
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2016,25162-26-18,11/16/2016 00:00,19,33.5,0,NA,0,NA,ROUGH,B.FALL,Age0-2,2,0,Count,70,2,0.0384,1,0.85,1,0.9,1,-67,11.23999977,1.232523441,ROUGH,67,shallow,-70.29533,42.60807
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2017,25172-26-9,10/19/2017 00:00,4,6.1,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,72,0,0.0384,0,0.9002,0,0.9007,1,-88,15.28999996,0.945578992,SMOOTH,88,shallow,-70.34062,42.61079
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2021,202147-28-17,11/3/2021 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0,0,0.9503,0.8242,-239,12.68999958,0.339405179,SMOOTH,239,deep,-69.46597,42.61341
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2017,25172-2627-8,10/18/2017 00:00,1,4.3,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.8999,0,0.8997,0.8864,-88,15.38000011,0.588103592,SMOOTH,88,shallow,-70.13322,42.61405
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2017,24172-28-10,10/18/2017 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0,0,0.9503,0.8242,-241,15.63999939,0.326703608,SMOOTH,241,deep,-69.46868,42.61446
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2019,25191-26-15,5/6/2019 00:00,15,19.1,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,2,0,Count,75,2,0.0384,0,0.55,0,1,1,-95,8.359999657,1.080289125,ROUGH,95,shallow,-70.41441,42.62198
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2020,202046-2627-3,10/15/2020 00:00,1,4.26,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,1,0.75,0,0.95,1,-74,14.25999928,0.597455025,SMOOTH,74,shallow,-70.23445,42.62468
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2019,25191-26-22,5/9/2019 00:00,15,20.7,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,2,0,Count,75,2,0.0384,1,0.85,1,0.8,0.9521,-77,9.849999428,0.575748503,SMOOTH,77,shallow,-70.26287,42.63749
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,28,2017,24171-28-8,4/28/2017 00:00,2,1.4,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,1,0.7444,0,0.4637,1,-215,7.049999714,1.10122335,ROUGH,215,deep,-69.3076,42.65732
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2837,2017,25171-2837-7,4/28/2017 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,0,0.0516,0,0.7827,0.6898,-241,7.299999714,-0.567499578,SMOOTH,241,deep,-69.79287,42.67192
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2017,24172-28-4,10/13/2017 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.4854,0,0.7892,0.6401,-234,16.04999924,0.867519438,ROUGH,234,deep,-69.86947,42.69921
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2021,202144-26-7,4/29/2021 00:00,13,13.78,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,3,0,Count,79,3,0.0384,0,0.85,0,0.95,0.9542,-92,7.349999905,1.007701159,SMOOTH,92,shallow,-70.25041,42.71143
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2627,2017,25172-2627-7,10/18/2017 00:00,9,44.9,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Count,72,0,0.0384,0,0.8502,0,0.9502,0.9569,-88,15.38000011,0.891394675,SMOOTH,88,shallow,-70.21372,42.71369
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2016,25161-26-5,4/26/2016 00:00,17,14.8,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,5,0,Count,69,5,0.0384,0,0.7499,0,0.8996,0.881,-46,7.399999619,0.674686313,SMOOTH,46,shallow,-70.37848,42.72505
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2018,25182-28-7,10/22/2018 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,74,0,0.0384,0,0.5499,0,0.5499,1,-193,13.34000015,1.221904039,ROUGH,193,deep,-69.42648,42.73848
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2016,24162-37-12,11/9/2016 00:00,6,15.2,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Count,70,0,0.0384,0,0.8001,0,0.6006,1,-136,11.5,0.272749722,SMOOTH,136,deep,-69.18943,42.75685
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2021,202146-26-11,10/22/2021 00:00,12,12.22,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,80,0,0.0384,0,0.6501,0,0.9001,0.9044,-85,14.63000011,1.301693201,ROUGH,85,shallow,-70.20879,42.7654
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,26,2021,202144-26-2,4/27/2021 00:00,11,13.62,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,2,0,Count,79,2,0.0384,0,0.6501,0,0.9001,0.9017,-104,7.069999695,1.21628511,ROUGH,104,shallow,-70.22533,42.76601
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2018,25182-26-1,10/13/2018 00:00,5,17,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,74,0,0.0384,0,0.6999,0,0.8495,0.8382,-83,14.54999924,0.929097235,SMOOTH,83,shallow,-70.16696,42.77672
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,27,2018,25182-27-5,10/15/2018 00:00,4,23.8,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,74,0,0.0384,0,0.7502,0,0.9502,0.9569,-111,14.0199995,0.1900924,SMOOTH,111,deep,-70.07776,42.7858
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2018,25182-37-15,11/5/2018 00:00,65,201.8,0,NA,0,NA,ROUGH,B.FALL,Age0-2,1,0,Count,74,1,0.0384,0,0.8,0,0.3,1,-87,11.55999947,0.902462482,SMOOTH,87,shallow,-69.33629,42.81858
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2018,25182-37-14,11/5/2018 00:00,28,128.4,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,74,0,0.0384,0,0.6,0,0.45,1,-74,11.55999947,1.348283768,ROUGH,74,shallow,-69.28474,42.82084
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2021,202145-37-17,5/11/2021 00:00,7,9.5,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,1,0,Count,79,1,0.0384,0,0.55,0,0.8,1,-94,8.619999886,1.31865108,ROUGH,94,shallow,-69.30245,42.83933
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,27,2019,24191-27-8,5/1/2019 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0.3012,0,0.6509,0.9178,-81,6.869999886,1.326718569,ROUGH,81,shallow,-70.0908,42.88379
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2017,24172-28-5,10/13/2017 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.1179,0,0.7037,0.6891,-228,15.63999939,0.76016748,ROUGH,228,deep,-69.77265,42.88984
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2021,202145-37-15,5/10/2021 00:00,12,32.28,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Count,79,0,0.0384,0,0.2501,0,0.9496,1,-150,8.300000191,1.155332923,ROUGH,150,deep,-69.21553,42.90184
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2016,25162-26-20,11/17/2016 00:00,2,4.7,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,70,0,0.0384,1,0.4,0,0.6996,1,-75,10.76000023,0.807627201,SMOOTH,75,shallow,-70.06674,42.91501
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2837,2020,202046-2837-13,10/24/2020 00:00,0,0,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0.2443,0,0.7031,0.6901,-238,14.06999969,0.432766438,SMOOTH,238,deep,-69.89529,42.92294
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,27,2016,25162-27-21,11/17/2016 00:00,1,0.8,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,70,0,0.0384,0,0.0501,0,0.7025,0.6772,-83,10.86999989,1.429669023,ROUGH,83,shallow,-70.38635,42.92364
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2017,25172-37-2,10/13/2017 00:00,36,76.8,0,NA,0,NA,ROUGH,B.FALL,Age0-2,3,0,Count,72,3,0.0384,0,0.4037,0,0.9542,1,-122,15.30999947,1.331869483,ROUGH,122,deep,-69.15873,42.94132
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,28,2021,202146-28-24,11/6/2021 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0.1174,0,0.5301,0.638,-195,12.42000008,0.9827829,ROUGH,195,deep,-69.7815,42.95869
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2018,25181-37-16,5/8/2018 00:00,28,52,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Count,73,0,0.0384,0,0.3982,0,0.9535,1,-165,7.690000057,1.224430203,ROUGH,165,deep,-69.15243,42.9614
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,27,2018,25182-27-2,10/13/2018 00:00,8,21.6,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,74,0,0.0384,0,0.4494,0,0.9501,1,-126,14.54999924,1.196977496,ROUGH,126,deep,-70.10112,42.97812
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2020,202046-26-14,10/24/2020 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0.55,0,1,1,-87,13.38000011,1.004777551,SMOOTH,87,shallow,-70.05421,43.0283
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,27,2016,25162-27-15,11/14/2016 00:00,2,4.6,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,70,0,0.0384,0,0.6501,0,0.8501,0.9522,-146,11.18999958,1.375075579,ROUGH,146,deep,-70.01563,43.03165
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2016,25161-37-9,4/30/2016 00:00,1,1.3,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,69,0,0.0384,0,0.4471,0,1,1,-156,8.260000229,1.21653986,ROUGH,156,deep,-69.14713,43.03555
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2017,25171-37-11,5/4/2017 00:00,3,4.1,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,71,0,0.0384,1,0.6939,1,0.6525,0.835,-116,6.579999924,0.17282097,SMOOTH,116,deep,-69.65064,43.04283
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2020,202046-37-17,10/28/2020 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0.2475,0,1,1,-150,13.40999985,1.137032509,ROUGH,150,deep,-69.13597,43.06226
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,27,2016,25161-27-14,5/1/2016 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,69,0,0.0384,0,0.7501,0,0.8003,0.9532,-147,7.199999809,1.282538891,ROUGH,147,deep,-70.01284,43.06755
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2019,25191-37-21,5/8/2019 00:00,20,39.9,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Count,75,0,0.0384,1,0.6989,1,0.547,0.8082,-106,8.199999809,0.660989702,SMOOTH,106,shallow,-69.60086,43.06882
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,27,2017,24172-27-8,10/14/2017 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,72,0,0.0384,0,0.1499,0,0.8504,1,-113,15.34999943,1.048367023,SMOOTH,113,deep,-70.10976,43.08604
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2021,202144-37-21,5/13/2021 00:00,1,2.75,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,79,0,0.0384,0,0.4001,0,0.7502,1,-118,9.449999809,0.927405298,ROUGH,118,deep,-69.55366,43.10944
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2020,202046-26-20,11/7/2020 00:00,4,8.45,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,78,0,0.0384,0,0.85,0,0.5,1,-48,10.92000008,0.900698781,SMOOTH,48,shallow,-70.05911,43.11333
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2017,25171-37-10,5/4/2017 00:00,4,1.8,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,4,1.8,Biomass_KG,71,4,0.0384,1,0.3,0,0.75,1,-87,6.579999924,1.121720791,ROUGH,87,shallow,-69.58921,43.12118
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,26,2021,202146-26-19,11/3/2021 00:00,0,0,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,1,0.7999,1,0.9001,1,-93,12.43999958,1.10064292,ROUGH,93,shallow,-70.08315,43.1253
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2837,2019,25191-2837-20,5/8/2019 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0.4943,0,0.559,0.7018,-187,7.849999905,0.634725511,SMOOTH,187,deep,-69.40492,43.12874
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,2837,2019,25191-2837-12,5/4/2019 00:00,0,0,0,NA,0,NA,SMOOTH,A.SPRING,Age0-2,0,0,Biomass_KG,75,0,0.0384,0,0.6868,0,0.7168,0.9337,-176,7.339999676,-0.077825576,SMOOTH,176,deep,-69.8615,43.14162
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2019,25191-37-13,5/4/2019 00:00,45,85.8,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,3,0,Count,75,3,0.0384,1,0.65,1,0.3,0.6925,-61,7.149999619,1.288746476,ROUGH,61,shallow,-69.54051,43.15414
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2020,202046-37-15,10/27/2020 00:00,31,106.47,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,78,0,0.0384,1,0.75,0,0.45,1,-68,13.39999962,1.177962661,ROUGH,68,shallow,-69.57137,43.16668
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,2837,2021,202146-2837-13,10/23/2021 00:00,0,0,0,NA,0,NA,SMOOTH,B.FALL,Age0-2,0,0,Biomass_KG,80,0,0.0384,0,0.1749,0,0.9376,0.9458,-195,13.75,0.702651501,SMOOTH,195,deep,-69.20089,43.18788
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2018,24182-37-9,10/31/2018 00:00,59,174.9,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,74,0,0.0384,1,0.85,0,0.8501,1,-107,11.48999977,1.225627065,ROUGH,107,shallow,-69.70791,43.18977
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2018,24182-37-11,11/1/2018 00:00,26,58.8,0,NA,0,NA,ROUGH,B.FALL,Age0-2,0,0,Count,74,0,0.0384,0,0.5391,0,0.708,0.8027,-174,11.46000004,1.226068616,ROUGH,174,deep,-69.36641,43.19529
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2021,202147-37-23,11/6/2021 00:00,1,2.25,0,NA,0,NA,ROUGH,B.FALL,Age0-2,1,2.25,Biomass_KG,80,1,0.0384,1,0.7499,0,0.6506,0.9334,-118,12.57999992,1.040944457,ROUGH,118,deep,-69.57152,43.19967
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2021,202144-37-23,5/13/2021 00:00,40,66.14,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,9,0,Count,79,9,0.0384,1,0.9,1,0.7,1,-59,9.449999809,1.171387672,ROUGH,59,shallow,-69.68152,43.2006
NEFSC BLLS_WGOM_FALL,NEFSC BLLS,WGOM,WGOM,37,2017,24172-37-6,10/14/2017 00:00,18,26.6,0,NA,0,NA,ROUGH,B.FALL,Age0-2,1,0,Count,72,1,0.0384,1,0.8,0,0.65,0.9489,-94,15.13000011,1.093565464,ROUGH,94,shallow,-69.70932,43.22076
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,37,2021,202144-37-22,5/13/2021 00:00,0,0,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,0,0,Biomass_KG,79,0,0.0384,0,0.6971,0,0.6549,0.9471,-137,9.239999771,0.477174073,SMOOTH,137,deep,-69.48511,43.23603
NEFSC BLLS_WGOM_SPRING,NEFSC BLLS,WGOM,WGOM,27,2018,25181-27-2,4/27/2018 00:00,4,3.2,0,NA,0,NA,ROUGH,A.SPRING,Age0-2,2,0,Count,73,2,0.0384,0,0.4961,0,0.699,0.6031,-107,6.960000038,0.261165023,SMOOTH,107,shallow,-69.99774,43.25098
